20,7,5,76,45,24,117,15,1,2,46,8,10,71,11,0,0,0,0,0,1,0,0,0,7,1
2,1,7,23,49,3,25,3,0,2,8,9,8,8,15,0,0,0,0,0,0,1,0,0,1,14
28,8,12,112,136,5,82,11,1,4,36,9,10,32,49,0,0,0,2,0,0,0,0,0,1,33
52,10,21,132,154,8,110,14,3,7,43,14,11,38,56,0,0,0,0,0,1,2,0,2,5,28
48,7,16,126,176,10,89,5,0,11,39,13,21,26,82,0,0,0,1,0,2,1,1,0,2,43
55,8,4,189,235,10,116,10,2,14,51,18,26,49,84,0,0,0,0,0,1,4,1,2,4,53
2,0,16,3,5,1,7,1,0,0,3,1,0,8,7,0,0,0,0,0,0,0,0,0,0,2
43,8,14,112,181,4,37,8,2,10,16,7,17,27,70,0,0,1,1,0,0,0,0,0,0,86
73,16,11,103,130,19,86,17,4,7,38,31,19,56,28,0,0,2,2,1,5,1,0,2,11,26
25,4,13,128,123,26,140,12,3,5,55,16,13,51,19,0,0,0,0,2,2,1,0,0,8,19
0,0,4,1,4,0,4,1,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,2
13,1,6,13,15,6,38,3,0,0,12,5,2,8,7,0,0,0,0,0,1,0,0,0,2,0
14,2,13,97,44,8,70,11,2,7,58,20,23,97,11,0,0,0,0,0,12,2,0,1,11,2
20,8,14,93,121,10,87,8,2,2,42,7,9,38,46,0,0,0,0,0,3,0,0,1,5,22
3,0,0,25,17,5,34,3,1,3,16,0,0,18,12,0,0,0,0,0,0,0,0,1,1,2
11,2,8,44,40,8,60,3,1,0,30,8,0,26,27,0,0,0,0,0,2,1,0,0,3,5
63,13,14,253,295,25,198,19,0,22,114,36,43,85,75,0,0,0,1,2,8,2,0,2,11,67
47,29,18,96,92,10,67,5,0,5,37,17,8,46,31,0,0,0,0,1,2,0,0,0,7,19
5,1,3,47,29,9,55,5,0,2,29,8,2,27,2,0,0,0,0,0,2,0,0,0,3,0
10,4,10,46,40,7,49,7,0,6,36,5,12,18,8,0,0,0,0,0,0,1,0,0,2,5
48,16,11,86,112,9,104,11,0,2,17,14,4,39,39,0,0,0,0,0,1,0,0,0,5,11
30,6,7,95,170,3,28,3,0,1,10,3,16,13,79,0,0,0,0,0,0,0,0,0,1,75
21,5,17,102,124,9,88,9,0,15,46,17,14,40,28,0,0,1,0,0,3,3,1,1,6,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,21,87,134,13,74,13,0,1,39,15,13,36,48,0,0,0,0,0,2,1,0,1,4,26
8,3,4,28,21,10,45,3,0,0,11,7,2,14,18,0,0,0,0,0,1,0,0,0,1,4
4,1,2,20,32,1,4,0,0,1,6,6,2,6,20,0,0,0,0,0,1,0,0,0,0,11
5,3,5,34,18,7,47,4,1,2,35,5,7,32,5,0,0,0,0,0,5,1,0,2,3,0
30,6,23,61,109,4,68,14,0,2,10,5,11,17,41,0,0,0,0,0,0,0,0,0,1,32
6,1,3,40,29,7,43,6,1,8,26,8,5,22,13,0,0,0,0,2,3,1,0,1,2,6
19,4,9,80,119,7,86,12,1,7,28,17,6,30,42,0,0,1,0,0,0,1,0,0,3,18
14,2,6,24,28,6,48,5,1,2,10,2,6,11,11,0,0,0,0,0,0,0,0,0,1,16
24,19,14,1,4,4,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,1,43,46,10,69,5,3,3,38,9,2,46,11,0,0,0,0,0,0,0,0,0,12,7
20,3,12,112,103,15,91,9,0,4,35,16,6,42,35,0,0,0,0,1,2,0,0,0,6,14
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,9,15,182,146,35,205,12,4,13,120,31,30,98,14,0,0,0,0,1,7,0,0,1,13,3
21,2,20,78,62,8,81,6,1,6,30,4,9,28,20,0,0,0,0,0,1,2,0,1,2,12
22,11,16,5,9,6,19,0,0,0,1,2,1,7,3,0,0,0,0,0,0,0,0,0,1,0
4,1,3,9,4,1,18,1,0,1,7,1,3,17,7,0,0,0,0,1,0,0,0,0,1,0
49,10,23,193,263,10,159,12,3,9,39,21,25,47,105,0,0,0,0,0,2,1,0,1,3,47
50,9,24,184,258,11,160,9,3,9,41,16,25,42,77,0,0,0,0,1,2,4,0,2,3,68
8,3,7,23,19,6,53,5,0,3,17,5,2,32,6,0,0,0,0,0,3,0,0,0,4,2
44,6,20,147,94,53,194,16,3,17,82,27,13,75,12,0,0,3,0,1,4,0,0,2,6,6
36,7,16,143,173,12,90,13,1,9,40,19,16,44,57,0,0,0,0,0,1,0,0,0,8,34
40,9,20,160,139,23,179,23,0,13,79,18,24,79,29,0,0,2,0,0,4,0,0,2,15,9
35,3,15,64,79,24,117,12,1,3,32,15,13,51,37,0,0,0,0,0,2,0,0,2,5,26
11,5,11,70,33,17,83,6,1,8,48,15,11,63,12,0,0,0,0,1,5,1,0,1,9,0
25,10,4,44,88,3,37,4,1,1,2,11,8,9,57,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,1,0,0,1,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,5
47,14,12,147,150,23,133,10,3,10,61,24,21,62,49,0,0,0,0,1,3,0,0,0,5,33
7,1,3,3,14,1,8,0,0,1,0,1,2,6,17,0,0,0,0,0,0,0,0,0,0,7
13,3,4,54,53,9,45,5,0,2,31,11,7,44,34,0,0,0,0,0,0,2,0,0,5,24
28,11,16,0,3,1,14,4,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1
74,15,14,263,321,32,237,17,3,28,107,38,37,83,95,0,0,1,0,1,4,5,0,3,3,40
35,5,2,238,172,13,123,8,39,108,125,43,64,123,13,0,9,10,10,6,28,15,0,9,32,87
15,2,2,38,78,2,3,2,0,2,3,3,11,4,61,0,0,0,1,0,0,0,0,0,0,30
29,9,10,205,247,8,101,13,3,20,48,23,49,38,86,0,1,0,0,0,5,1,0,0,8,65
1,0,6,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0
7,1,10,33,18,5,34,3,0,0,13,2,0,18,13,0,0,0,0,0,1,0,0,0,2,8
26,7,12,92,92,22,113,15,0,7,59,17,10,42,14,0,0,0,0,0,2,0,0,0,10,10
4,1,3,30,32,11,51,1,2,5,23,6,5,18,7,0,1,1,1,0,2,0,0,1,4,0
21,4,8,112,148,14,73,4,0,11,40,19,14,34,62,0,0,0,0,1,7,2,0,0,0,27
20,5,21,83,107,7,102,6,0,5,38,11,10,28,31,0,0,0,0,0,0,1,0,0,6,22
12,3,10,47,25,12,67,6,0,1,23,3,1,28,11,0,0,0,0,0,0,0,0,0,5,2
33,9,5,148,176,10,123,12,1,12,41,11,10,44,60,0,0,0,0,2,2,1,0,1,4,28
12,0,6,39,52,6,35,2,0,7,19,7,10,26,16,0,0,0,0,0,0,0,0,0,0,17
4,3,2,12,28,1,6,3,0,0,0,0,2,1,22,0,0,0,0,0,1,1,0,0,0,13
9,1,2,21,25,11,68,5,0,0,19,8,3,25,9,0,0,0,0,0,1,0,0,0,3,0
23,6,13,90,120,9,91,7,0,4,42,5,9,36,47,0,0,0,0,0,3,0,0,4,7,23
9,4,9,73,35,24,110,5,0,5,47,7,10,53,15,0,0,0,0,1,4,1,0,3,8,0
8,2,6,11,9,4,27,4,0,0,3,2,1,9,3,0,0,0,0,0,0,0,0,0,0,6
13,9,8,29,40,6,35,7,0,2,21,0,7,16,19,0,0,0,0,0,1,0,0,0,2,14
49,9,20,198,230,27,259,19,5,15,73,36,17,58,50,3,0,1,1,2,5,0,1,2,3,15
11,7,7,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,8,72,64,11,99,7,1,0,11,7,2,19,15,0,0,0,0,0,1,0,0,1,3,9
0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
38,7,19,110,188,3,53,9,0,11,23,20,17,21,74,0,0,0,0,0,3,1,1,0,1,42
12,3,7,91,76,29,97,14,1,7,51,13,14,56,32,0,0,0,0,0,2,0,0,0,8,23
24,3,5,45,54,1,48,1,0,0,9,2,1,9,21,0,0,0,0,0,0,0,0,1,1,19
6,5,4,49,35,5,43,7,2,4,37,3,5,27,13,0,0,0,0,0,4,0,0,0,5,8
21,6,16,119,71,40,189,14,4,19,117,24,20,74,8,0,0,0,0,1,9,3,0,5,8,1
8,0,13,30,12,9,46,3,0,3,20,2,1,27,5,0,0,0,0,0,0,0,0,1,1,1
39,17,13,199,152,36,228,23,6,20,158,46,29,117,15,0,0,1,1,1,7,1,0,2,21,3
60,21,17,98,133,10,105,10,2,7,40,12,14,45,53,0,0,0,0,0,2,0,0,0,5,22
110,23,30,323,276,53,293,38,4,22,135,43,41,127,66,0,0,0,0,3,9,4,0,0,17,54
32,15,9,97,117,8,36,9,0,2,33,7,12,24,51,0,0,0,0,0,2,0,0,0,2,32
44,7,11,128,190,6,91,11,1,12,50,17,17,45,52,0,0,0,0,1,2,1,0,0,7,59
7,5,2,46,72,10,62,5,1,7,28,6,10,20,23,0,0,0,0,0,0,0,0,0,1,26
13,8,3,6,6,6,27,3,0,1,6,3,2,8,3,0,0,0,0,0,1,0,0,1,0,0
96,36,39,488,403,91,487,32,15,52,247,78,46,236,92,0,0,3,1,3,12,1,0,3,15,25
41,8,13,84,130,2,82,4,1,3,20,6,6,31,56,0,0,0,0,0,0,1,0,0,1,30
74,21,35,116,199,9,72,9,4,7,20,16,10,29,88,0,0,0,0,0,0,0,0,0,1,71
76,25,9,111,216,9,107,11,1,4,34,8,18,31,84,0,0,0,0,0,4,3,0,2,0,63
16,4,9,90,81,37,118,11,1,5,52,12,16,47,37,0,0,0,0,0,2,0,0,1,3,20
25,4,12,131,215,4,23,3,2,2,12,7,21,23,83,0,0,0,0,0,1,1,0,0,0,75
1,0,0,4,2,4,10,1,0,0,7,1,1,7,1,0,0,1,0,0,0,0,0,0,1,0
12,4,10,41,59,4,28,2,0,4,5,3,4,12,29,0,0,0,0,0,0,1,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11
13,2,6,53,43,16,72,11,0,3,28,9,8,34,20,0,0,0,0,0,1,0,0,0,3,1
3,2,1,74,62,8,39,1,26,47,95,34,30,72,11,1,4,14,6,8,29,1,1,4,25,8
4,1,7,21,20,3,23,5,0,0,10,2,4,7,5,0,0,0,0,0,1,0,0,0,1,4
34,2,6,103,114,10,79,11,0,5,35,11,5,44,57,0,0,0,0,0,1,2,0,1,3,18
46,17,18,232,295,22,217,21,2,15,106,48,28,97,63,0,0,0,0,0,6,0,0,0,2,21
22,2,1,35,75,0,10,9,0,5,3,0,10,7,49,0,0,0,0,0,0,0,0,0,0,38
0,0,1,0,1,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,12
61,19,19,204,273,24,216,18,1,14,70,37,28,70,85,0,0,0,0,0,4,0,0,1,7,58
142,59,38,63,74,37,154,14,0,1,41,11,12,50,16,0,0,0,0,0,1,0,0,0,2,0
55,4,14,122,160,15,104,11,5,17,51,20,22,28,54,0,0,0,0,0,1,1,0,2,5,38
40,6,14,108,130,15,102,19,2,9,45,17,15,38,31,0,0,0,0,0,3,2,0,0,8,27
19,2,10,103,136,14,106,8,1,9,48,21,11,33,45,0,0,0,0,0,1,0,0,0,0,22
73,17,11,280,343,33,223,21,4,21,77,26,39,76,101,0,0,0,0,0,3,3,0,2,6,81
13,1,5,59,97,0,19,3,2,2,17,1,11,13,38,0,0,0,0,0,1,2,0,0,1,31
6,0,6,37,10,18,45,6,0,0,23,5,3,27,1,0,0,0,0,0,1,0,0,1,3,0
9,2,3,37,16,18,67,3,0,2,22,6,4,27,2,0,0,0,0,1,1,2,0,1,3,1
24,18,5,27,43,8,30,5,1,2,4,8,7,2,16,0,0,0,0,0,0,0,0,0,0,13
7,0,3,19,11,13,46,5,0,0,11,1,2,16,2,0,0,0,0,0,0,0,0,0,1,0
10,2,5,25,25,8,40,2,0,0,9,7,2,15,15,0,0,0,0,0,1,0,0,0,2,6
25,6,14,182,205,15,118,19,3,8,42,22,21,52,54,0,0,1,0,0,5,1,0,2,4,47
24,8,19,118,88,18,136,14,1,8,79,21,10,67,10,0,0,0,0,1,2,0,0,0,11,3
5,3,19,34,26,13,65,9,1,1,29,4,2,26,0,0,0,0,0,0,0,1,0,0,5,4
4,2,0,9,29,1,15,0,2,0,7,2,1,5,34,0,0,0,0,0,0,0,0,0,0,3
31,7,16,115,101,16,101,9,0,3,34,10,9,52,26,0,0,0,0,0,2,0,0,0,4,34
43,8,20,119,138,20,138,13,1,11,54,26,13,55,31,0,0,1,0,0,1,0,0,0,6,37
34,8,16,104,128,15,74,11,0,4,38,17,16,33,47,0,0,0,0,0,1,1,0,0,5,27
71,15,36,118,157,27,163,20,2,3,52,19,18,64,41,0,0,0,0,0,2,1,0,0,6,35
8,3,1,13,18,5,23,3,0,1,6,0,1,7,11,0,0,0,0,0,0,0,0,0,0,7
76,21,25,132,170,17,148,10,1,4,40,14,14,62,70,0,0,0,0,0,0,1,0,2,2,44
4,8,4,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,10,35,49,3,50,7,0,4,21,7,7,22,16,0,0,0,0,0,1,0,0,0,2,11
0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
36,5,13,113,148,5,74,15,1,5,39,13,8,45,43,0,0,0,0,1,0,0,0,1,7,35
0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11
10,2,7,32,17,11,69,5,0,1,15,4,4,23,6,0,0,1,0,0,1,0,0,1,4,3
32,7,9,119,187,12,80,13,2,8,36,5,13,27,67,0,0,0,0,0,0,1,0,0,0,37
31,3,4,98,135,15,77,5,1,13,43,10,14,39,58,0,0,1,0,1,7,4,0,0,1,33
19,2,5,24,28,6,44,3,1,3,12,1,6,13,11,0,0,0,0,0,0,0,0,0,1,15
44,11,19,135,205,11,92,12,4,8,34,22,15,27,68,0,0,0,1,0,0,1,0,2,3,37
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,15,23,183,239,23,179,18,2,14,80,34,30,82,91,0,0,0,0,1,0,2,0,1,8,27
11,5,9,66,95,5,72,7,0,4,13,3,2,15,22,0,0,0,0,1,0,0,0,0,0,29
45,14,20,124,146,22,124,12,2,14,59,15,17,49,55,0,0,1,0,0,2,3,0,1,4,30
38,16,16,177,284,13,118,22,4,14,75,30,30,43,102,0,1,0,0,2,6,3,1,2,12,64
6,5,6,3,3,3,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,10,10,202,274,21,159,16,3,23,65,25,18,57,88,0,0,0,0,0,0,3,0,2,3,43
35,9,11,123,176,14,93,6,3,10,36,21,27,26,55,0,0,0,0,0,1,3,0,1,2,40
35,5,12,78,66,31,129,14,0,1,20,10,11,37,28,0,0,0,0,0,1,1,0,0,3,12
4,2,4,30,26,15,65,7,1,1,28,3,4,28,4,0,0,0,0,0,4,0,0,2,2,0
19,1,8,117,83,22,129,10,1,11,61,16,16,43,28,0,0,0,0,0,7,1,0,1,10,2
14,4,9,62,43,25,101,6,0,2,42,10,4,46,6,0,0,0,0,2,2,2,0,1,4,3
